number of query genes: 152
hit	support	identity	queries
NCU00768-t26_1 (mRNA binding post-transcriptional regulator)	4	new	NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU00821-t26_1
NCU01826-t26_1 (DUF250 domain membrane protein)	4	new	NCU01789-t26_2, NCU01789-t26_1, NCU07523-t26_1, NCU00832-t26_1
NCU01032-t26_1 (hypothetical protein)	4	new	NCU01789-t26_2, NCU01789-t26_1, NCU03035-t26_1, NCU02558-t26_1
NCU07265-t26_1 (hypothetical protein)	4	new	NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU01463-t26_1
NCU03099-t26_1 (RNP domain-containing protein)	4	new	NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1
NCU04636-t26_1 (cysteine desulfurase)	4	new	NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU00821-t26_1
NCU02783-t26_1 (general amino-acid permease GAP1)	4	new	NCU06419-t26_1, NCU09356-t26_1, NCU00832-t26_1, NCU09357-t26_1
NCU00835-t26_1 (hypothetical protein)	4	new	NCU06419-t26_1, NCU08169-t26_1, NCU00832-t26_1, NCU04058-t26_1
NCU08435-t26_1 (RNA-dependent RNA polymerase)	4	new	NCU06419-t26_1, NCU09356-t26_1, NCU00832-t26_1, NCU09357-t26_1
NCU09123-t26_3 (Ca/CaM-dependent kinase-1, variant 2)	4	new	NCU06419-t26_1, NCU02175-t26_1, NCU09244-t26_1, NCU05149-t26_1
NCU09123-t26_2 (Ca/CaM-dependent kinase-1, variant 1)	4	new	NCU06419-t26_1, NCU02175-t26_1, NCU09244-t26_1, NCU05149-t26_1
NCU09123-t26_1 (ca/CaM-dependent kinase-1)	4	new	NCU06419-t26_1, NCU02175-t26_1, NCU09244-t26_1, NCU05149-t26_1
NCU04049-t26_1 (hypothetical protein)	4	new	NCU02175-t26_1, NCU09244-t26_1, NCU09245-t26_1, NCU05149-t26_1
NCU00486-t26_1 (hypothetical protein)	4	new	NCU02175-t26_1, NCU09244-t26_1, NCU09245-t26_1, NCU00832-t26_1
NCU07473-t26_1 (glycosyltransferase family 28 domain-containing protein)	4	new	NCU02175-t26_1, NCU09244-t26_1, NCU05149-t26_1, NCU09357-t26_1
NCU06926-t26_1 (hypothetical protein)	4	new	NCU02175-t26_1, NCU09244-t26_1, NCU09245-t26_1, NCU05149-t26_1
NCU00573-t26_1 (heat shock protein 70, putative)	4	new	NCU02175-t26_1, NCU09244-t26_1, NCU02950-t26_1, NCU08169-t26_1
NCU09617-t26_1 (hypothetical protein)	4	new	NCU02175-t26_1, NCU09356-t26_1, NCU05149-t26_1, NCU09357-t26_1
NCU09043-t26_1 (caleosin domain-containing protein)	4	new	NCU10359-t26_1, NCU08224-t26_1, NCU05149-t26_1, NCU05188-t26_1
NCU02344-t26_1 (fungal cellulose binding domain-containing protein)	4	query	NCU06607-t26_1, NCU09764-t26_1, NCU04997-t26_1, NCU07736-t26_1
NCU09954-t26_1 (hypothetical protein)	4	query	NCU01382-t26_1, NCU09337-t26_1, NCU01098-t26_1, NCU09955-t26_1
NCU07760-t26_1 (endoglucanase IV)	4	query	NCU05712-t26_1, NCU11172-t26_1, NCU06140-t26_1, NCU04496-t26_1
NCU09427-t26_1 (G-protein coupled receptor)	4	new	NCU09244-t26_1, NCU09245-t26_1, NCU00832-t26_1, NCU09428-t26_1
NCU04045-t26_1 (hypothetical protein)	4	new	NCU09245-t26_1, NCU01463-t26_1, NCU05917-t26_1, NCU05798-t26_1
NCU07405-t26_1 (hypothetical protein)	4	new	NCU10052-t26_1, NCU01926-t26_1, NCU01926-t26_2, NCU04343-t26_1
NCU05915-t26_1 (hypothetical protein)	4	query	NCU09505-t26_1, NCU05917-t26_1, NCU05835-t26_1, NCU04996-t26_1
NCU05835-t26_1 (hypothetical protein)	4	query	NCU09505-t26_1, NCU05915-t26_1, NCU09504-t26_1, NCU02988-t26_1
NCU09357-t26_1 (stage V sporulation protein K)	4	query	NCU09356-t26_1, NCU06294-t26_1, NCU07802-t26_1, NCU07798-t26_1
NCU07798-t26_1 (hypothetical protein)	4	query	NCU09356-t26_1, NCU07804-t26_1, NCU07802-t26_1, NCU09357-t26_1
NCU16917-t26_1 (hypothetical protein)	4	new	NCU09356-t26_1, NCU07802-t26_1, NCU07798-t26_1, NCU09357-t26_1
NCU12067-t26_1 (hypothetical protein)	4	query	NCU12068-t26_1, NCU11172-t26_1, NCU08433-t26_1, NCU08839-t26_1
NCU09505-t26_1 (hypothetical protein)	4	query	NCU05915-t26_1, NCU09504-t26_1, NCU05835-t26_1, NCU04996-t26_1
NCU04543-t26_1 (hypothetical protein)	3	new	NCU04645-t26_1, NCU08169-t26_1, NCU04542-t26_1
NCU10035-t26_1 (hypothetical protein)	3	new	NCU04645-t26_1, NCU05836-t26_1, NCU01463-t26_1
NCU03549-t26_1 (hypothetical protein)	3	new	NCU04645-t26_1, NCU02950-t26_1, NCU05798-t26_1
NCU09567-t26_1 (myo-inositol-1(or 4)-monophosphatase)	3	new	NCU04645-t26_1, NCU02950-t26_1, NCU05798-t26_1
NCU00303-t26_1 (smr domain-containing protein)	3	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU02754-t26_1 (casein kinase II subunit beta-2)	3	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU04110-t26_1 (branchpoint-bridging protein)	3	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU02611-t26_1 (multiple RNA-binding domain-containing protein 1)	3	new	NCU05836-t26_1, NCU02246-t26_1, NCU03035-t26_1
NCU03238-t26_2 (hypothetical protein, variant 1)	3	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU03238-t26_1 (hypothetical protein)	3	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU07654-t26_1 (pre-mRNA polyadenylation factor fip-1)	3	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU11321-t26_1 (ribosomal L1 domain-containing protein 1)	3	new	NCU05836-t26_1, NCU02246-t26_1, NCU03035-t26_1
NCU04595-t26_1 (serine/threonine-protein kinase BUD32)	3	new	NCU05836-t26_1, NCU02246-t26_1, NCU03035-t26_1
NCU04927-t26_1 (hypothetical protein)	3	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU10467-t26_1 (replication factor C subunit 4)	3	new	NCU05836-t26_1, NCU02246-t26_1, NCU05025-t26_1
NCU07542-t26_1 (rad23-like protein)	3	new	NCU05836-t26_1, NCU02246-t26_1, NCU05917-t26_1
NCU03956-t26_1 (Septal pore-associated protein, putative)	3	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU01259-t26_1 (hypothetical protein)	3	new	NCU05836-t26_1, NCU02246-t26_1, NCU03035-t26_1
NCU01401-t26_2 (mitochondrial outer membrane protein, variant 1)	3	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU01401-t26_1 (mitochondrial outer membrane protein)	3	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU09814-t26_1 (hypothetical protein)	3	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU01595-t26_1 (rRNA maturation-11)	3	new	NCU05836-t26_1, NCU02246-t26_1, NCU03035-t26_1
NCU03278-t26_1 (protein-ER retention protein)	3	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU03668-t26_1 (WD domain-containing protein)	3	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU04617-t26_2 (hypothetical protein, variant 1)	3	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU04617-t26_1 (hypothetical protein)	3	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU00115-t26_1 (rRNA-processing protein FCF2)	3	new	NCU05836-t26_1, NCU02246-t26_1, NCU03035-t26_1
NCU06694-t26_1 (fatty acid elongase)	3	new	NCU05836-t26_1, NCU02246-t26_1, NCU00821-t26_1
NCU03858-t26_1 (hypothetical protein)	3	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU01665-t26_2 (KH domain-containing protein, variant 1)	3	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU01665-t26_1 (KH domain-containing protein)	3	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU07548-t26_1 (hypothetical protein)	3	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU02965-t26_1 (origin recognition complex subunit 1)	3	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU04741-t26_1 (hypothetical protein)	3	new	NCU05836-t26_1, NCU03035-t26_1, NCU05798-t26_1
NCU04409-t26_1 (ankyrin repeat protein)	3	new	NCU05836-t26_1, NCU03035-t26_1, NCU05798-t26_1
NCU08301-t26_1 (calcineurin-like phosphoesterase)	3	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU03713-t26_1 (guanosine-diphosphatase)	3	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU07839-t26_1 (ATP-dependent RNA helicase dbp-2)	3	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU02337-t26_1 (mitochondrial carrier protein)	3	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU06198-t26_1 (GDP-mannose transporter)	3	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU04428-t26_1 (nuclear division-73)	3	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU08135-t26_1 (DNA mismatch repair protein msh6)	3	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU07859-t26_1 (cyclopropane-fatty-acyl-phospholipid synthase)	3	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU09808-t26_1 (dynamin-1)	3	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU01878-t26_1 (vesicle-mediated transporter)	3	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU02119-t26_1 (capsule protein)	3	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU04787-t26_1 (bfr-2)	3	new	NCU05836-t26_1, NCU02246-t26_1, NCU03035-t26_1
NCU03539-t26_1 (ribonucleoside-diphosphate reductase large subunit)	3	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU09388-t26_1 (hypothetical protein)	3	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU01141-t26_1 (CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase)	3	new	NCU05836-t26_1, NCU02246-t26_1, NCU00821-t26_1
NCU07688-t26_2 (rho GTPase activator Rga, variant 1)	3	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU02155-t26_1 (hypothetical protein)	3	new	NCU05836-t26_1, NCU02246-t26_1, NCU03035-t26_1
NCU09056-t26_1 (hypothetical protein)	3	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU01203-t26_1 (hypothetical protein)	3	new	NCU05836-t26_1, NCU02246-t26_1, NCU03035-t26_1
NCU07015-t26_2 (queuine tRNA-ribosyltransferase, variant 1)	3	new	NCU05836-t26_1, NCU02246-t26_1, NCU03035-t26_1
NCU01085-t26_1 (hypothetical protein)	3	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU00209-t26_1 (hypothetical protein)	3	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU00657-t26_1 (hypothetical protein)	3	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU02355-t26_1 (hypothetical protein)	3	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU06318-t26_1 (ATP-dependent RNA helicase DHX8)	3	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU05267-t26_1 (nonsense-mediated mRNA decay factor)	3	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU08652-t26_1 (hypothetical protein)	3	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU05646-t26_1 (hypothetical protein)	3	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU05375-t26_2 (hypothetical protein, variant 1)	3	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU05375-t26_1 (hypothetical protein)	3	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU06363-t26_1 (hypothetical protein)	3	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU01737-t26_1 (hypothetical protein)	3	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU17239-t26_1 (kinetochore protein-10)	3	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU02578-t26_2 (paired amphipathic helix protein Sin3a, variant 1)	3	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU02578-t26_1 (paired amphipathic helix protein Sin3a)	3	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU02094-t26_2 (VAD-2, variant 1)	3	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU01471-t26_2 (nuclear protein SNF4, variant 1)	3	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU01471-t26_1 (nuclear protein SNF4)	3	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU04105-t26_2 (hypothetical protein, variant 1)	3	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU03667-t26_1 (hypothetical protein)	3	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU01913-t26_1 (pre-mRNA splicing factor)	3	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU00205-t26_1 (nuclear division-75)	3	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU16646-t26_1 (hypothetical protein)	3	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU05120-t26_1 (DNA-dependent RNA polymerase II RPB140)	3	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU02249-t26_1 (histone acetyltransferase)	3	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU01549-t26_1 (hypothetical protein)	3	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU16618-t26_1 (hypothetical protein)	3	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU03060-t26_2 (chromodomain helicase, variant 1)	3	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU03060-t26_1 (chromodomain helicase)	3	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU01242-t26_1 (G2/mitotic-specific cyclin)	3	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU00424-t26_1 (nuclear division-52)	3	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU02402-t26_1 (hypothetical protein)	3	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU03855-t26_2 (Ccr4-NOT transcription complex-1)	3	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU03855-t26_1 (Ccr4-NOT transcription complex-1)	3	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU06149-t26_1 (ATP-dependent RNA helicase dhh-1)	3	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU07196-t26_1 (dynactin subunit 5)	3	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU01932-t26_1 (H3K36 methyltransferase)	3	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU03345-t26_1 (hypothetical protein)	3	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU04333-t26_1 (ubiquitin terminal hydrolase-10)	3	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU01722-t26_1 (hypothetical protein)	3	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU04840-t26_1 (autophagy-17)	3	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU00856-t26_1 (hypothetical protein)	3	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU02770-t26_1 (hypothetical protein)	3	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU09068-t26_1 (nitrogen catabolic enzyme regulatory protein)	3	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU11252-t26_1 (nuclear division-40)	3	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU00436-t26_1 (GTPase FZO1)	3	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU09001-t26_1 (Ccr4-NOT transcription complex-3)	3	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU03526-t26_2 (ubiquitin-activating enzyme E1 3, variant 1)	3	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU04514-t26_1 (guanine triphosphate binding-31)	3	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU02048-t26_1 (VPS9 domain-containing protein)	3	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU04363-t26_1 (hypothetical protein)	3	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU11426-t26_1 (nuc-2 protein)	3	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU01939-t26_1 (nonsense-mediated mRNA decay protein)	3	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU02496-t26_1 (M-phase inducer phosphatase 3)	3	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU00488-t26_1 (protein phosphatase PP2A regulatory subunit A)	3	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU03564-t26_1 (recombination-10)	3	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU02011-t26_1 (importin subunit beta-1)	3	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU05715-t26_1 (sorting nexin mvp-1)	3	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU03573-t26_1 (hypothetical protein)	3	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU04035-t26_1 (hir-1)	3	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1
NCU06405-t26_1 (DNA polymerase epsilon subunit C)	3	new	NCU02110-t26_1, NCU03035-t26_1, NCU02558-t26_1
NCU02626-t26_1 (kinesin-4)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU07191-t26_1
NCU00480-t26_1 (ubiquitin terminal hydrolase-6)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU00821-t26_1
NCU04457-t26_1 (DUF803 domain membrane protein)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU03035-t26_1
NCU09112-t26_1 (hypothetical protein)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU03035-t26_1
NCU06984-t26_1 (hypothetical protein)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU09244-t26_1
NCU00998-t26_1 (RNA polymerase-32)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU01098-t26_1
NCU01777-t26_1 (PSP1 domain-containing protein)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU07191-t26_1
NCU10282-t26_1 (hypothetical protein)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU07191-t26_1
NCU03330-t26_1 (TBC domain-containing protein)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU07191-t26_1
NCU06799-t26_1 (fungal specific transcription factor)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU00821-t26_1
NCU03058-t26_1 (hypothetical protein)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU01463-t26_1
NCU07658-t26_1 (protein transporter sec72)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU00821-t26_1
NCU06593-t26_1 (MAP kinase activator)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU03035-t26_1
NCU03116-t26_4 (guanine triphosphate binding-18)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU07191-t26_1
NCU03116-t26_3 (guanine triphosphate binding-18)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU07191-t26_1
NCU03116-t26_2 (guanine triphosphate binding-18)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU07191-t26_1
NCU03116-t26_1 (guanine triphosphate binding-18)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU07191-t26_1
NCU01461-t26_1 (hypothetical protein)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU01463-t26_1
NCU00352-t26_1 (phospholipid-transporting ATPase)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU07191-t26_1
NCU04102-t26_1 (hypothetical protein)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU03035-t26_1
NCU07691-t26_1 (lipase/serine esterase)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU01463-t26_1
NCU00272-t26_1 (ubiquitin ligase subunit CulD)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU07191-t26_1
NCU01465-t26_3 (hypothetical protein, variant 2)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU07191-t26_1
NCU01465-t26_2 (hypothetical protein, variant 1)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU07191-t26_1
NCU01465-t26_1 (hypothetical protein)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU07191-t26_1
NCU01656-t26_1 (defective in DNA methylation-9 protein)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU01463-t26_1
NCU05803-t26_1 (translational activator)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1
NCU08700-t26_2 (hypothetical protein, variant 1)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU07191-t26_1
NCU08700-t26_1 (hypothetical protein)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU07191-t26_1
NCU03578-t26_1 (hypothetical protein)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU01098-t26_1
NCU01696-t26_1 (mRNA cleavage factor complex component Pcf11)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU05917-t26_1
NCU02968-t26_1 (hypothetical protein)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU02558-t26_1
NCU01990-t26_1 (UPF0016 domain-containing protein)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU00821-t26_1
NCU08023-t26_1 (cytohesin-2)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU01098-t26_1
NCU06503-t26_2 (zinc finger transcription factor-24)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU07191-t26_1
NCU05791-t26_2 (SOM1 protein, variant 1)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU07191-t26_1
NCU05791-t26_1 (SOM1 protein)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU07191-t26_1
NCU00668-t26_1 (rho guanyl nucleotide exchange factor)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU07191-t26_1
NCU00070-t26_1 (hypothetical protein)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU03035-t26_1
NCU05579-t26_1 (hypothetical protein)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1
NCU02796-t26_2 (PHD finger domain-containing protein, variant 1)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU03035-t26_1
NCU06173-t26_2 (hypothetical protein, variant 1)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU03035-t26_1
NCU00379-t26_1 (hypothetical protein)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU01463-t26_1
NCU01539-t26_1 (vacuolar morphogenesis protein AvaB)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU01463-t26_1
NCU05664-t26_1 (hypothetical protein)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU03035-t26_1
NCU01929-t26_1 (poly(A)-ribonuclease-2)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU01463-t26_1
NCU04440-t26_1 (hypothetical protein)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU01098-t26_1
NCU03123-t26_1 (hypothetical protein)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1
NCU02494-t26_1 (hypothetical protein)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1
NCU04650-t26_3 (hypothetical protein, variant 2)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU02950-t26_1
NCU04650-t26_2 (hypothetical protein, variant 1)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU02950-t26_1
NCU04650-t26_1 (hypothetical protein)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU02950-t26_1
NCU10166-t26_1 (peptidyl-prolyl cis-trans isomerase-like 4)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU00821-t26_1
NCU00169-t26_1 (translocation complex component)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU00821-t26_1
NCU02749-t26_1 (hypothetical protein)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU03035-t26_1
NCU06213-t26_1 (zinc finger transcription factor-9)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU01463-t26_1
NCU00902-t26_1 (zinc finger white collar protein WC2)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU01463-t26_1
NCU04100-t26_1 (vacuolar sorting protein 1)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU00821-t26_1
NCU02556-t26_1 (histone acetyl transferase-2)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU07191-t26_1
NCU02282-t26_1 (aureobasidin-resistance protein)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU00821-t26_1
NCU01772-t26_1 (DNA-directed RNA polymerase III polypeptide)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1
NCU16682-t26_1 (PXA domain-containing protein)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU07191-t26_1
NCU03264-t26_2 (ELMO/CED-12 family protein, variant 1)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU07191-t26_1
NCU03264-t26_1 (ELMO/CED-12 family protein)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU07191-t26_1
NCU05685-t26_2 (hypothetical protein, variant 1)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU00821-t26_1
NCU01310-t26_1 (hypothetical protein)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU01463-t26_1
NCU00311-t26_2 (VTS1, variant 1)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU07191-t26_1
NCU00311-t26_1 (VTS1)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU07191-t26_1
NCU00310-t26_1 (hypothetical protein)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1
NCU02406-t26_1 (nuclear protein)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1
NCU03417-t26_1 (hypothetical protein)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU00821-t26_1
NCU00444-t26_1 (transcription initiation factor-8)	3	new	NCU01789-t26_2, NCU01789-t26_1, NCU01463-t26_1
